"Provider Name"," Number of Certified Beds"
"GREENLEAF HEALTH CAMPUS",60
"GREENRIDGE POST ACUTE",60
"GREENVILLE HEALTH CARE CENTER",60
"GRINNELL HEALTH CARE CENTER",60
"GROVE MANOR NURSING HOME, INC",60
"HALSTEAD HEALTH AND REHABILITATION CENTER",60
"HAMILTON MEMORIAL REHAB & HCC",60
"HATTIE IDE CHAFFEE HOME",60
"HEALTH CENTER AT SINAI RESIDENCES",60
"HEALTH CENTER AT THE HILL AT WHITEMARSH, THE",60
"HEARDMONT HEALTH AND REHABILITATION",60
"HEARTHSTONE PLACE",60
"HEARTWOOD AVENUE HEALTHCARE",60
"HEGG MEMORIAL HEALTH CENTER",60
"HEISINGER LUTHERAN HOME",60
"HELMWOOD HEALTHCARE CENTER",60
"HERITAGE GARDENS HEALTH AND REHABILITATION CENTER",60
"HERITAGE HALL  FRONT ROYAL",60
"HERITAGE HALL - BROOKNEAL",60
"HERITAGE HALL - LAUREL MEADOWS",60
"HERITAGE HALL DILLWYN",60
"HERITAGE HALL LEXINGTON",60
"HERITAGE HALL NURSING CENTER",60
"HERITAGE HEALTH-GIBSON CITY",60
"HERITAGE HOUSE NURSING CENTER",60
"HERITAGE INN OF SANDERSVILLE HEALTH AND REHAB",60
"HERITAGE PLACE",60
"HERITAGE PLACE OF DECATUR",60
"HICKORY MANOR",60
"HIGHLAND FARMS",60
"HIGHLAND PARK CARE CENTER",60
"HILL COUNTRY NURSING AND REHAB",60
"HILLCREST MANOR SANITARIUM",60
"HILLSVILLE HEALTH & REHAB CENTER",60
"HILLTOP MANOR HEALTH AND REHABILITATION CENTER",60
"HOLTON MANOR",60
"HOMEPLACE MANOR",60
"HOMESTEAD VILLAGE, INC",60
"HUBBARD CARE CENTER",60
"HUDSON HILLS SENIOR LIVING, LLC",60
"HUMPHREYS CO NURSING CENTER",60
"HURON WOODS NURSING CENTER",60
"HURRICANE HEALTH AND REHABILITATION",60
"ILLINI HERITAGE REHAB & HC",60
"INGLESIDE AT ROCK CREEK",60
"INN AT FREEDOM VILLAGE,THE",60
"INN AT QUAIL HAVEN VILLAGE",60
"IVA POST-ACUTE",60
"IVY AT DEER LODGE",60
"J G ALEXANDER NURSING CENTER",60
"JAMES T CHAMPION",60
"JEFFERSON COUNTY NURSING HOME",60
"JEFFERSON'S FERRY",60
"JENNINGS TERRACE",60
"JOHN CLARKE RETIREMENT CENTER THE",60
"JOHNSON CNTR/FALCONS LANDING",60
"JOLLEY ACRES HEALTHCARE CENTER",60
"KANSAS CHRISTIAN HOME",60
"KATY MANOR",60
"KENDAL  AT LEXINGTON",60
"KENDALLVILLE MANOR",60
"KENEDY HEALTH & REHABILITATION",60
"KENT COUNTY NURSING HOME",60
"KEOSAUQUA HEALTH CARE CENTER",60
"KINKORA PYTHIAN HOME",60
"KIRKLAND VILLAGE",60
"KITTSON MEMORIAL HEALTHCARE CENTER",60
"KNOPP NURSING & REHAB CENTER INC",60
"KNOX COUNTY NURSING HOME DISTRICT",60
"KOUNTZE NURSING CENTER",60
"KYAKAMEENA CARE CENTER",60
"LAFAYETTE NURSING AND REHABILITATION CENTER",60
"LAKEPOINT EL DORADO, LLC",60
"LAKEVIEW MANOR HEALTHCARE CENTER",60
"LAKEVIEW REHABILITATION & HEALTHCARE CENTER",60
"LAMAR ESTATES, LLC",60
"LANDMARK OF COLLINS",60
"LANDMARK OF DESOTO",60
"LANE HOUSE, THE",60
"LAS PALMAS",60
"LAS VENTANAS RETIREMENT COMM SNF",60
"LAUREL CREEK HEALTH CENTER",60
"LAUREL VIEW VILLAGE",60
"LAURELLWOOD CARE CENTER",60
"LAURELWOOD COMMUNITY LIVING CENTER",60
"LAURIE ANN NURSING HOME",60
"LAWRENCE CO NURSING CENTER",60
"LAWSON MANOR & REHAB",60
"LBJ MEDICAL CENTER",60
"LEAKESVILLE REHABILITATION AND NURSING CENTER, INC",60
"LEBANON CENTER FOR REHABILITATION AND HEALING, LLC",60
"LEDGECREST HEALTH CARE",60
"LEDGEWOOD MANOR",60
"LEE COUNTY HEALTH AND REHABILITATION",60
"LEE'S SUMMIT POINTE HEALTH & REHABILITATION",60
"LEGACY MANOR NURSING AND REHABILITATION",60
"LEGACY ON 10TH AVENUE",60
LENBROOK,60
"LEXINGTON MANOR SENIOR CARE, LLC",60
"LINCOLN NURSING AND REHABILITATION CENTER",60
"LISNER LOUISE DICKSON HURTHOME",60
"LONGHORN VILLAGE",60
"LONGWOOD AT OAKMONT",60
"LORD CHAMBERLAIN MANOR",60
"LOUISBURG HEALTHCARE & REHAB CENTER",60
"LOUISVILLE HEALTHCARE LLC",60
"LUTHER CREST NURSING FACILITY",60
"MABANK NURSING HOME",60
"MADISON HEALTH AND REHABILITATION CENTER",60
"MADONNA MANOR",60
"MAGNOLIA SENIOR CARE, LLC",60
"MAGNOLIA VILLAGE",60
"MANSFIELD PLACE",60
"MAPLE GROVE HEALTH CARE CENTER",60
"MAPLE LAWN NURSING AND REHABILITATION",60
"MAPLES NURSING HOME",60
"MAPLETON COMMUNITY HOME",60
"MARSHALL NURSING AND REHABILITATION COMMUNITY",60
"MARTHA COKER GREEN HOUSE HOME",60
"MASONIC VILLAGE AT LAFAYETTE HILL",60
"MAYFLOWER HEALTHCARE CENTER",60
"MAYFLOWER HOME",60
"MCCLAY SENIOR CARE",60
"MCCLURE POST ACUTE",60
"MCLARNEY MANOR",60
"MEADOW LAKES",60
"MEADOWBROOK ACRES",60
"MEADOWBROOK CARE CENTER",60
"MEADOWS, THE",60
"MEADVILLE CONVALESCENT HOME",60
"MEDALLION POST ACUTE REHABILITATION",60
"MEDICALODGES GODDARD",60
"MEDINA MEADOWS REHAB AND NURSING CENTRE",60
"MEMORY CARE CENTER AT EMERALD",60
"MERAMEC NURSING CENTER",60
"MERCY HEALTH SERVICES",60
"MERCY LIVING CENTER",60
"MERIDIAN CARE OF HEBBRONVILLE",60
"METHODIST SPECIALTY CARE CENTER",60
MILL-POND,60
"MILLARD COUNTY CARE AND REHABILITATION",60
"MILLER'S MERRY MANOR",60
"MILLER'S MERRY MANOR",60
"MILLER'S MERRY MANOR",60
"MISSION HEALTHCARE AT RENTON",60
"MON VALLEY CARE CENTER",60
"MONITEAU CARE CENTER",60
"MONROE CARE CENTER",60
"MONROE CITY MANOR CARE CENTER",60
"MONSIGNOR BOJNOWSKI MANOR",60
"MONTE VISTA ESTATES, LLC",60
"MONTGOMERY GENERAL ELDERLY CARE",60
"MONTICELLO CARE CENTER",60
"MORADA TEMPLE",60
"MORGANFIELD NURSING AND REHABILITATION CENTER",60
"MORNINGSIDE CENTER",60
"MOSSER NURSING HOME",60
"MOUNT CARMEL BLUFFS",60
"MOUNT JOSEPH SENIOR VILLAGE LLC",60
"MOUNTAIN VISTA HEALTH PARK",60
"MS CARE CENTER OF DEKALB",60
"MT VERNON PLACE CARE CENTER, INC",60
"MUSKINGUM SKILLED NURSING & REHABILITATION",60
"MYRTLE BEACH MANOR",60
"NEW CASTLE NURSING & REHAB",60
"NEW GLEN OAKS NURSING HOME, INC",60
"NEW HAVEN LIVING CENTER",60
"NEWARK MANOR NURSING HOME INC",60
"NEWMAN REHAB & HEALTH CARE CTR",60
"NEWTON PRESBYTERIAN MANOR",60
"NHC HEALTHCARE, OAKWOOD",60
"NODAWAY NURSING HOME",60
NORTERRE,60
"NORTH POINTE HEALTH & REHABILITATION",60
"NORVIEW HEIGHTS REHABILITATION AND NURSING",60
"NOTRE DAME CONVALESCENT HOME I",60
"NOXUBEE COUNTY NURSING HOME",60
"OAK GROVE HEALTH CARE CENTER",60
"OAK GROVE RETIREMENT HOME",60
"OAK HILL REHABILITATION AND NURSING CARE CENTER",60
"OAKRIDGE OF PLATTSBURG",60
"OAKS NURSING HOME, INC, THE",60
"OAKS OF CLEARWATER, THE",60
"OAKVIEW NURSING AND REHABILITATION",60
"OGLALA SIOUX LAKOTA NURSING HOME",60
"ORANGE HEALTH CARE CENTER",60
"OREGON CARE CENTER",60
"OSPREY POINT NURSING CENTER",60
"OTTERBEIN GAHANNA",60
"OTTERBEIN NEW ALBANY",60
"OZARK REHABILITATION & HEALTH CARE CENTER",60
"PADDOCK SPRINGS",60
"PAONIA CARE AND REHABILITATION CENTER",60
"PARKWAY HILLS NURSING & REHABILITATION",60
"PARKWAY PLACE",60
"PASS CHRISTIAN HEALTH AND REHABILIATION CENTER",60
"PAVILION AT JACKSONVILLE, THE",60
"PAVILION-THS, LLC",60
"PEARL'S II EDEN FOR ELDERS",60
"PEBBLEBROOK HEALTH CENTER AT PARK SPRINGS",60
"PECONIC BAY SKILLED NURSING FACILITY",60
"PERRY COUNTY NURSING CENTER",60
"PILGRIM MANOR",60
"PINCKNEYVILLE NURSING & REHAB",60
"PINE CREST GUEST HOME INC",60
"PINE RIDGE EXTENDED CARE CENTER",60
"PINELLAS POINT NURSING AND REHAB CENTER",60
"PINES REHAB & HEALTH CTR",60
"PINNACLE PARK NURSING & REHAB CENTER",60
"PIPER CITY REHAB & LIVING CTR",60
"PLEASANT ACRES CARE CENTER",60
"PLEASANT VALLEY MANOR",60
"PLEASANT VIEW",60
"POCAHONTAS MANOR",60
"PONTOTOC HEALTH & REHAB CENTER",60
PORTAGEPOINTE,60
"PORTAGEVILLE HEALTH CARE CENTER",60
"POWDERSVILLE POST-ACUTE",60
"PRESBYTERIAN HOMES OF NORTH OAKS",60
"PROMEDICA GOERLICH MEMORY CARE CENTER (SYLVANIA)",60
"PRUITTHEALTH - JASPER",60
"PRUITTHEALTH - SPRING VALLEY",60
"PRUITTHEALTH - SUNRISE",60
"PUTNAM COUNTY CARE CENTER",60
"PUXICO NURSING AND REHABILITATION CENTER",60
"QUAKER HILL MANOR",60
"QUALITY LIFE SERVICES - MARKLEYSBURG",60
"QUITMAN COUNTY HEALTH & REHAB LLC",60
"RAINBOW TERRACE CARE CENTER",60
"RANCH HOUSE SENIOR LIVING LLC",60
"REGENCY HEALTH AND REHABILITATION CENTER",60
"REGENCY HOUSE OF ALEXANDRIA",60
"REGENCY OAKS HEALTH CENTER",60
"REHABILITATION CENTER OF ALLISON",60
"REMARKABLE HEALTHCARE OF FORT WORTH",60
"REMINGTON TRANSITIONAL CARE OF SAN ANTONIO",60
"REST HAVEN HEALTH AND REHABILITATION",60
"RETAMA MANOR NURSING CENTER/JOURDANTON",60
"RETREAT AT WELLMORE OF DANIEL ISLAND",60
"REUNION PLAZA HEALTHCARE & REHABILITATION",60
"RIB LAKE HEALTH SERVICES",60
"RICHMOND HEALTHCARE & REHAB CENTER",60
"RICHMOND HEIGHTS PLACE-A CONTINUUM OF CARE COMMUNI",60
"RIDGEWOOD SPECIALTY CARE",60
"RIO GRANDE INN",60
"RISING STAR NURSING CENTER",60
"RIVER CHASE VILLAGE",60
"RIVER HEIGHTS HEALTHCARE CENTER",60
"RIVER LANDING AT SANDY RIDGE",60
"RIVER PLACE NURSING CENTER",60
"RIVER VALLEY INN NURSING HOME",60
"RIVER VALLEY NURSING HOME",60
"RIVERDELL CARE CENTER",60
"RIVERSIDE CONVAL CENTER-MATHEW",60
"RIVERSIDE CONVAL CENTER-SALUDA",60
"RIVERVIEW NURSING CENTER",60
"RIVERWAYS MANOR",60
"ROBERTSON COUNTY HEALTH CARE FACILITY",60
"ROCKY MOUNTAIN CARE - EVANSTON",60
"ROHR HOME, THE",60
"SAGE CREEK POST-ACUTE",60
"SAINT JOSEPH CARE CENTER",60
"SALEM CARE CENTER",60
"SALINA PRESBYTERIAN MANOR",60
"SANDY RIDGE CENTER FOR REHABILITATION AND HEALING",60
"SARDIS COMMUNITY  NH",60
"SAUNDERS MEDICAL CENTER",60
"SCHUYLER COUNTY NURSING HOME",60
"SENIOR CITIZENS HOME",60
"SENIOR VILLAGE NURSING HOME",60
"SERENITY HEALTHCARE",60
"SHADY LANE GLOUCESTER CO HOME",60
"SHAIRE NURSING CENTER",60
"SHATTUCK NURSING CENTER",60
"SHEBOYGAN SENIOR COMMUNITY INC",60
"SHELBY HEALTH AND REHABILITATION CENTER",60
"SHENANDOAH NURSING HOME",60
"SHINNERY OAKS COMMUNITY",60
"SIGNATURE HEALTHCARE OF MCCREARY COUNTY REHAB & WE",60
"SIGNATURE HEALTHCARE OF ORMOND",60
"SILEX COMMUNITY CARE",60
"SILVER CROSS HEALTH & REHAB",60
"SILVERCREST HEALTH AND REHABILITATION CENTER",60
"SKYVIEW NURSING CENTER",60
"SOLARIS SENIOR LIVING NORTH NAPLES",60
"SOUTH SHORE NURSING AND REHABILITATION",60
"SOUTHWEST MONTANA VETERANS HOME",60
"SPIRITRUST LUTHERAN THE VILLAGE AT GETTYSBURG",60
"SPRENGER HEALTHCARE OF BLUFFTON",60
"ST CATHERINES MANOR OF WASHINGTON COURT HOUSE",60
"ST CLARE COMMONS",60
"ST JOHN'S HEALTH SAGE LIVING",60
"STONE PEAR PAVILION",60
"STONEBRIDGE HEALTH & REHABILITATION CENTER",60
"STONECREST HEALTHCARE",60
"STONERIDGE POPLAR RUN",60
"STONERISE BRIDGEPORT",60
"STONERISE LINDSIDE",60
"STONERISE RAINELLE",60
"STONERISE WELLSBURG",60
"STONEYBROOK RETIREMENT COMMUNITY",60
"STRATFORD COURT OF BOCA RATON",60
"STRATFORD HEALTHCARE CENTER",60
"SUGAR CREEK REHABILITATION AND CONVALESCENT CENTER",60
"SUNNYSIDE MANOR",60
"SUNNYSIDE NURSING HOME",60
"SUNSET HOME",60
"SUNSHINE HEALTH CARE, INC",60
"SURREY PLACE CARE CENTER",60
"SUWANNEE VALLEY NURSING CENTER",60
"TABOR MANOR CARE CENTER",60
"TAYLOR HEALTH CARE CENTER",60
"THE ARBORS",60
"THE CONVALESCENT CENTER AT PATRIOTS COLONY",60
"THE GARDENS OF ST. FRANCIS",60
"THE HAVEN AT BRANDERMILL WOODS",60
"THE LAURELS OF KETTERING",60
"THE LAURELS OF SUMMIT RIDGE",60
"THE LEGACY AT WILLOW BEND",60
"THE LODGE AT WELLMORE- TEGA CAY",60
"THE MADISON HEALTH AND REHAB",60
"THE MERRIMAN",60
"THE NEWPORT NURSING AND REHABILITATION CENTER",60
"THE NICHOLS CENTER",60
"THE OAKS AT BELMONT",60
"THE OAKS AT BYRON CENTER",60
"THE REHABILITATION CENTER AT THE PALAZZO",60
"THE REUTLINGER COMMUNITY",60
"THE SARAH ROBERTS FRENCH HOME",60
"THE SPRINGS NURSING CENTER",60
"THE VILLAGE AT INCARNATE WORD",60
"THE WOODLANDS HEALTH AND REHAB CENTER",60
"THE WYBE AND MARIETJE KROONTJE HEALTH CARE CENTER",60
"THERMOPOLIS REHABILITATION AND WELLNESS",60
"THREE RIVERS HEALTH & REHAB CENTER",60
"THREE RIVERS HEALTH AND REHAB",60
"TIFFANY HEIGHTS",60
"TOUCHPOINTS AT CHESTNUT",60
"TOWER LODGE CARE CENTER",60
"TRADEWATER POINTE",60
"TREYTON OAK TOWERS",60
"TRINITY HEALTHCARE CENTER",60
"TULIP SPECIAL CARE, LLC",60
"TUNICA COUNTY HEALTH & REHAB, LLC",60
"TWIN OAKS HEALTH AND REHAB",60
"UNION CARE CENTER",60
"UNION CO HEALTH AND REHAB CENTER, INC",60
"UNITED METHODIST COMMUNITIES AT BRISTOL GLEN",60
"UNITED METHODIST COMMUNITIES AT COLLINGSWOOD",60
"UNITED METHODIST COMMUNITIES AT THE SHORES",60
"UNIVERSITY PLACE NURSING CENTER",60
"VAIDEN COMMUNITY LIVING CENTER",60
"VALLEY INN, THE",60
"VALLEY VIEW HEALTH CAMPUS",60
"VALLEY VIEW HEALTH CARE CENTER, INC",60
"VAN HEALTHCARE",60
"VANCREST OF ADA",60
"VERNON GREEN NURSING HOME",60
"VETERANS HOME OF CALIFORNIA - REDDING",60
"VI AT LA JOLLA VILLAGE",60
"VI AT LAKESIDE VILLAGE",60
"VIBRALIFE OF EL PASO REHABILITATION CENTER",60
"VILLAGE CARE AND REHABILITATION CENTER, THE",60
"VILLAGE MANOR",60
"VILLAGE ON THE GREEN",60
"VINEYARD COURT NURSING CENTER",60
"VISTA CENTER OF BOARDMAN",60
"VISTA GRANDE VILLA",60
"VISTA WOODS CARE CENTER",60
"WALNUT RIDGE",60
"WALTER B CROOK NURSING FACILITY",60
"WASHINGTON CARE CENTER",60
"WASHINGTON CO EXTENDED CARE FACILITY",60
"WATERFORD, THE",60
"WATHENA HEALTHCARE & REHABILITATION CENTER",60
"WAYNE COUNTRYVIEW CARE AND REHABILITATION",60
"WAYNE NURSING AND REHABILITATION CENTER",60
"WEBSTER NURSING AND REHABILITATION CENTER",60
"WELLMORE OF LEXINGTON, LLC",60
"WELLSVILLE MANOR",60
"WESLEY ENHANCED LIVING - DOYLESTOWN",60
"WESLEY ENHANCED LIVING MAIN LINE REHAB AND SKD NSG",60
"WEST RIDGE CARE CENTER",60
"WESTERN PRAIRIE SENIOR LIVING LLC",60
"WESTLAKE VILLAGE CARE CENTER",60
"WESTMINSTER AT LAKE RIDGE",60
"WESTMINSTER WOODS ON JULINGTON CREEK",60
"WESTVIEW NURSING HOME",60
"WESTWARD HEIGHTS CARE CENTER",60
"WESTWOOD HEALTHCARE AND REHABILITATION",60
"WESTWOOD NURSING AND REHABILITATION CENTER",60
"WHITE OAK MANOR - SPARTANBURG",60
"WHITESTONE  A MASONIC AND EASTERN STAR COMMUNITY",60
"WHITEWATER COMMONS SENIOR LIVING",60
"WILLAPA HARBOR HEALTH AND REHAB",60
"WILLOWBEND LIVING CENTER",60
"WILLOWBROOKE COURT AT COUNTRY HOUSE",60
"WILLOWBROOKE COURT SKD CARE CENTER AT LIMA ESTATES",60
"WILLOWBROOKE COURT SKILLED CENTER  AT MANOR HOUSE",60
"WILLOWBROOKE CT SKILLED CARE CTR WESTMINSTER VLG",60
"WILLOWS AT BELLEVUE",60
"WINDHAM HOUSE OF HATTIESBURG",60
"WINDSOR HEALTHCARE & REHAB CENTER",60
"WOODLAND COUNTRY MANOR INC",60
"WOODMONT HEALTH CAMPUS",60
"WRIGHTS HEALTHCARE AND REHABILITATION CENTER",60
"WYOMING NURSING AND REHABILITATION CENTER",60
"YORK MANOR NURSING HOME",60
"ZEBULON REHABILITATION CENTER",60
"ADAMS HERITAGE",61
"ARTMAN LUTHERAN HOME",61
"AUBURN MANOR",61
"AVALON SPRINGS HEALTH CAMPUS",61
"AZRIA HEALTH MIDTOWN",61
"BAISCH NURSING CENTER",61
"BELLAKEN SKILLED NURSING CENTER",61
"BRINTON WOODS NURSING & REHABILITATION CENTER",61
"BROOKSHIRE HOUSE REHABILITATION AND CARE COMMUNITY",61
"CLARENDON NURSING HOME",61
"COMFORT NURSING AND REHABILITATION CENTER",61
"CORWIN CENTER AT EMERALD HEIGHTS",61
"CUBA MEMORIAL HOSPITAL INC S N F",61
"EDGERTON CARE CENTER, INC",61
"EVERGREEN NURSING HOME",61
"FREDERICK LIVING - CEDARWOOD",61
"GLENRIDGE ON PALMER RANCH INC.",61
"GOLDEN AGE LIVING CENTER",61
"GOOD SAMARITAN SOCIETY - ATKINSON",61
"HERITAGE HOUSE",61
"HILLCREST HOME",61
"KIMES NURSING & REHAB CTR",61
"KING NURSING & REHABILITATION COMMUNITY",61
"KIRKWOOD BY THE RIVER",61
"LAUREL RIDGE CENTER",61
"LOCUST RIDGE HEALTHCARE LLC",61
"LOUISVILLE CARE CENTER",61
"MARY HEALTH OF THE SICK CONVALESCENT & NURSING HOS",61
"MEDICALODGES FORT SCOTT",61
"MERIT HOUSE LLC",61
"MID-DEL SKILLED NURSING AND THERAPY",61
"MILLCREEK REHABILITATION AND NURSING, LLC",61
"MORAVIAN HALL SQUARE HEALTH AND WELLNESS CENTER",61
"MUNDAY NURSING CENTER",61
"OAKLAND MANOR",61
"OELWEIN HEALTH CARE CENTER",61
"PALMER HEALTHCARE CENTER",61
"PINE POINT CENTER",61
"PLEASANT MANOR HEALTHCARE REHABILITATION",61
"PRAIRIE LAKES HEALTH CAMPUS",61
"QUIET OAKS HEALTH CARE CENTER",61
"RENAISSANCE MANOR ON CABOT",61
"RIDGEWAY MANOR NURSING & REHABILITATION CENTER",61
"RIVERVIEW HEALTH SERVICES",61
"ROCKY MOUNTAIN CARE - COTTAGE ON VINE",61
"SEAPORT VILLAGE HEALTHCARE",61
"SHADY OAK NURSING AND REHABILITATION",61
"SIDNEY REGIONAL MEDICAL CENTER-EXTENDED CARE",61
"SOUTHERN OAKS NURSING & REHABILITATION CENTER",61
"ST CATHERINE'S C C OF FOSTORIA",61
"ST MARKS LIVING",61
"THE VINTON LUTHERAN HOME",61
"TUDOR OAKS HEALTH CENTER",61
"WEBSTER AT RYE",61
"WEST RIVER HEALTH CAMPUS",61
"WESTLAKE HEALTH CAMPUS",61
"WHITE OAK HEALTH CAMPUS",61
"WINDSOR HEALTH CARE CENTER",61
"ABERDEEN HEALTH AND REHAB",62
"ACCORDIUS HEALTH AT SCOTLAND MANOR",62
"ALTAMAHA HEALTHCARE CENTER",62
"APOSTOLIC CHRISTIAN RESTMOR",62
"ARBOR COURT",62
"AZRIA HEALTH PRAIRIE RIDGE",62
"BCP BLUE HILL, LLC",62
"BEAVER COUNTY NURSING HOME",62
"BELLEVILLE HEALTHCARE AND REHABILITATION CENTER",62
"BRANDON OAKS NURSING AND REHABILITATION CENTER",62
"BRIARWOOD HEALTHCARE CENTER",62
"BRIARWOOD THE",62
"BRIDGEPOINT SUBACUTE AND REHAB NATIONAL HARBOR",62
"CANTERBURY CENTER",62
"CASA DEL SOL CENTER",62
"CEDAR CREEK NURSING AND REHABILITATION CENTER",62
"CHATSWORTH AT PGA NATIONAL",62
"CHEROKEE SPECIALTY CARE",62
"CIRCLE OF CARE",62
"COMMUNITY NURSING HOME OF ANACONDA",62
"COMPLETE CARE AT INGLEMOOR, LLC",62
"CONCORDIA VILLAGE CARE CENTER",62
"COUNTRY CLUB RETIREMENT CTR IV",62
"COUNTRYSIDE HEALTH CENTER",62
"COUNTRYVIEW CARE CENTER-MACOMB",62
"COVENANT WOODS NURSING HOME",62
"DANRIDGES BURGUNDI MANOR",62
"DEERFIELD EPISCOPAL  RETIREMENT",62
"DERRY CENTER FOR REHABILITATION AND HEALTHCARE",62
"DIVERSICARE OF SEDGWICK",62
"DIVINE REHABILITATION AND NURSING AT FENNIMORE",62
"EASTGATE MANOR NURSING AND REHABILITATION",62
"EFFINGHAM REHAB & HEALTH C CTR",62
"FALL RIVER JEWISH HOME, INC",62
"FOCUSED CARE AT BRENHAM",62
"GATEWAY POST ACUTE",62
"GLENWOOD HEALTHCARE",62
"GREENVILLE NURSING AND REHABILITATION",62
"GROVE AT NEW CASTLE, THE",62
"HACIENDA OAKS AT BEEVILLE",62
"HALES CORNERS CARE CTR",62
"HAMPSHIRE CENTER",62
"HAPPY SIESTA NURSING HOME",62
"HERITAGE HEALTH-WALNUT",62
"HOLLY HALL",62
"HOMESTEAD HEALTH CENTER",62
"HOUSE OF THE GOOD SHEPHERD",62
"KINGSTON REHABILITATION OF PERRYSBURG",62
"KLONDIKE CENTER",62
"KNOLLS OF OXFORD",62
"LAKELAND MANOR, INC",62
"LAKES OF SYLVANIA, THE",62
"LORIEN HEALTH SYSTEMS MT AIRY",62
"LOVINGTON HEALTH CARE",62
"MADISON, THE",62
"MADONNA TOWERS OF ROCHESTER INC",62
"MAINE VETERANS HOME - SO PARIS",62
"MANSION NURSING AND REHAB CENTER",62
"MCKINLEY CENTER",62
"MEADOWS OF KALIDA",62
"MEDICALODGES GREAT BEND",62
"MILETREE CENTER",62
"MOORELAND HERITAGE MANOR",62
"NORTH CREST LIVING CENTER",62
"NORTH STRABANE REHABILITATION AND WELLNESS CTR, LL",62
"NORTHVINE POSTACUTE CARE",62
"PARKVIEW HOME, INC.",62
"PARKVIEW MANOR",62
"PENINSULA POST-ACUTE",62
"PILGRIM PLACE HEALTH SERVICES CENTER",62
"POPLAR CARE STRATEGIES",62
"PRUITTHEALTH - TOOMSBORO",62
"RAVENSWOOD VILLAGE",62
"RAWLINS REHABILITATION AND WELLNESS",62
"RIVER RIDGE CENTER",62
"ROSICLARE REHAB & HCC",62
"RUSSELL PARK REHABILITATION & LIVING CENTER",62
"RYDER MEMORIAL HOSPITAL INC",62
"SAN LEANDRO HEALTHCARE CENTER",62
"SANDY RIVER CENTER",62
"SAPPHIRE NURSING AT WAPPINGERS",62
"SCC AT VALLEY GRANDE",62
"SGMC LAKELAND VILLA",62
"SHERWOOD HEALTHCARE CENTER",62
"SIGNATURE HEALTHCARE OF GALION",62
"SOUTH VALLEY CARE CENTER, LLC",62
"ST FRANCIS HEALTHCARE CENTER",62
"THE GRAND REHABILITATION AND NURSING AT BATAVIA",62
"TODD-DICKEY NURSING AND REHABILITATION",62
"TRACY NURSING AND REHABILITATION CENTER",62
"TRENTON HEALTH AND REHABILITATION CENTER, LLC",62
"VILLA MARIA NURSING & REHAB COMMUNITY, INC",62
"WESLEY PINES RETIREMENT COMM",62
"WESTPORT PLACE HEALTH CAMPUS",62
"WHARTON NURSING HOME",62
"WHITE OAK MANOR",62
"WOODLAND CONVALESCENT CENTER",62
"WYATT MANOR NURSING AND REHAB CTR, INC",62
"ASHLEY HEALTHCARE CENTER",63
"ASPEN REHAB &  HEALTH CARE",63
"AURORA ON FRANCE",63
"AZRIA HEALTH CENTRAL CITY",63
"AZRIA HEALTH GRETNA",63
"BATAVIA REHABILITATION & HEALTH CARE CENTER",63
"BAYVIEW NURSING HOME",63
"BETHEL MANOR",63
"BROWN CTY COMM TREATMENT CTR-BAYSHORE VILLAGE",63
"BROWN'S HEALTH & REHAB CENTER",63
"CARDINAL HEALTHCARE AND REHAB",63
"CHAPEL HILL NURSING CENTER",63
"COLUMBIANA HEALTH AND REHABILITATION, LLC",63
"EASTVIEW TERRACE",63
"FALLS CITY NURSING AND REHABILITATION CENTER",63
"FERNHILL ESTATES",63
"FLATROCK RIVER LODGE",63
"FORTRESS NURSING AND REHABILITATION",63
"HARDINSBURG NURSING AND REHABILITATION CENTER",63
"HARRISON POINTE HEALTHCARE AND REHABILITATION",63
"LAFAYETTE NURSING HOME",63
"LIBERTYVILLE MANOR EXT CARE",63
"LIFE CARE CENTER OF SENECA",63
"LORETTO MOTHERHOUSE INFIRMARY",63
"LORIEN TANEYTOWN, INC",63
"LUTHERAN HOME AT JOHNSTOWN, THE",63
"MARQUIS FOREST GROVE POST ACUTE REHAB",63
"MCALESTER NURSING & REHAB",63
"MEADOW VIEW HEALTHCARE AND REHABILITATION CENTER",63
"MERIDIAN NURSING HOME",63
"MILL CREEK NURSING & REHABILITATION",63
"MINERAL WELLS NURSING & REHABILITATION",63
"MISSION POINT NSG & PHY REHAB CTR OF HANCOCK",63
"PARK VALLEY INN HEALTH CENTER",63
"PILOT POINT CARE CENTER",63
"POET'S SEAT HEALTHCARE CENTER",63
"PROVIDENCE POINT HEALTHCARE RESIDENCE",63
"RIVERVIEW HEALTHCARE CENTER",63
"ROSE OF SHARON A VILLA CENTER",63
"ROYAL PLAZA HEALTH & REHABILITATION",63
"SAMARKAND SKILLED NURSING FACILITY",63
"SANCTUARY AT WILMINGTON PLACE",63
"SANDWICH REHAB & HCC",63
"ST ELIZABETH CARE CENTER",63
"STERLING HEALTH AND REHABILITATION CENTER",63
"STILLWATER HEALTH CARE",63
"SUITES AT CLERMONT PARK CARE CENTER",63
"TERRACE MANOR NURSING & REHABILITATION CENTER, INC",63
"WARREN SKILLED NURSING AND REHABILITATION",63
"WESTERN MD HOSPITAL CENTER",63
"ABBOTTS CREEK CENTER",64
"ADDISON HEALTHCARE CENTER",64
"ALLIANCE HEALTH AT DEVEREUX",64
"ALTON MEMORIAL REHAB & THERAPY",64
"AMBER MANOR CARE CENTER",64
"ANAMOSA CARE CENTER",64
